Word,Length,Freq_HAL,Log_Freq_HAL,MorphSp,POS
Chesapeake,10,1222,7.11,{chesapeake},NN
chessboard,10,216,5.38,{chess}{board},NN
chickenpox,10,125,4.83,{chick--en}{pox},NN
chieftains,10,244,5.5,{chieftain}>s>,NN
childbirth,10,1086,6.99,{child}{birth},NN
childishly,10,124,4.82,{child}>ish>>ly>,RB
children's,10,7442,8.91,{child--ren}>'s>,encl
chimpanzee,10,382,5.95,{chimpanzee},NN
chinchilla,10,255,5.54,{chinchilla},NN
chivalrous,10,84,4.43,{chivalr--ous},JJ
chlorinate,10,14,2.64,{chlor--ine}>ate>,VB
chloroform,10,159,5.07,{chloro--form},NN|VB
chopfallen,10,0,0,{chop}{fall}>en>,JJ
christened,10,164,5.1,{christ}>en>>ed>,VB
Christians,10,16833,9.73,{christ}>ian>>s>,NN
Christlike,10,26,3.26,{christ}{like},JJ|RB
chromatics,10,38,3.64,{chrom--atics},NN
chromosome,10,2525,7.83,{chromo--some},NN
chronicled,10,155,5.04,{chron--icle}>ed>,VB
chronicles,10,4093,8.32,{chron--icle}>s>,VB|NN
chronology,10,1501,7.31,{chron--olog--y},NN
Chrysler's,10,264,5.58,NULL,NULL
chumminess,10,5,1.61,NULL,NULL
churchyard,10,131,4.88,{church}{yard},NN
ciderpress,10,0,0,{cider}{press},NN|VB
cigarettes,10,2412,7.79,{cigar--ette}>s>,NN
Cincinnati,10,4788,8.47,{cincinnati},NN
Cinderella,10,983,6.89,{cinder--ella},NN
circuitous,10,76,4.33,{circuitous},JJ
circulated,10,1429,7.26,{circul--ate}>ed>,VB
circumcise,10,262,5.57,{circum--cise},VB
circumflex,10,137,4.92,{circum--flex},NN
circumvent,10,803,6.69,{circum--vent},VB
cityscapes,10,14,2.64,{city}>scape>>s>,NN
civilizing,10,61,4.11,{civil}>ise>>ing>,VB|NN
clambering,10,29,3.37,{clamber}>ing>,VB
cautionary,10,222,5.4,{caut--ion}>ary>,JJ
cautiously,10,674,6.51,{caut--ious}>ly>,RB
cavalcades,10,1,0,{caval--cade}>s>,NN
cavalryman,10,19,2.94,{caval--ry}>man>,NN
cavalrymen,10,7,1.95,{caval--ry}>men>,NN
celebrants,10,23,3.14,{celebr--ant}>s>,NN
celebrated,10,1535,7.34,{celebr--ate}>ed>,VB|JJ
celebrates,10,485,6.18,{celebr--ate}>s>,VB
cellophane,10,256,5.55,{cellophane},NN
censorship,10,11371,9.34,{cens--or}>ship>,NN
centennial,10,840,6.73,{cent--enn--ial},NN|JJ
centerline,10,523,6.26,{center}{line},NN
centigrade,10,209,5.34,{centi--grade},JJ
centimeter,10,322,5.77,{centi--meter},NN
centralism,10,71,4.26,{centr--al}>ism>,NN
centrality,10,96,4.56,{centr--al}>ity>,NN
centralize,10,94,4.54,{centr--al}>ise>,VB
centrifuge,10,130,4.87,{centri--fuge},NN
cerebellum,10,162,5.09,{cerebell--um},NN
cerebrated,10,0,0,{cerebr--ate}>ed>,VB
ceremonial,10,1090,6.99,{ceremon--y}>al>,JJ
ceremonies,10,1666,7.42,{ceremon--y}>s>,NN
certifying,10,782,6.66,{cert--ify}>ing>,VB
chairwoman,10,120,4.79,{chair}>woman>,NN
challenged,10,4953,8.51,{challenge}>ed>,VB
challenger,10,1340,7.2,{challenge}>er>,NN
challenges,10,5258,8.57,{challenge}>s>,NN|VB
chamberpot,10,17,2.83,{chamber}{pot},NN
chancellor,10,2172,7.68,{chancel}>or>,NN
chanceries,10,7,1.95,{chancery}>s>,NN
chandelier,10,166,5.11,{chandelier},NN
changeable,10,255,5.54,{change}>able>,JJ
changeling,10,369,5.91,{change}>ling>,NN
chaperoned,10,6,1.79,{chaperon}>ed>,JJ|VB
characters,10,52284,10.86,{character}>s>,NN
chargeable,10,92,4.52,{charge}>able>,JJ
charioteer,10,60,4.09,{chariot}>eer>,NN
charitable,10,1839,7.52,{charit--able},JJ
charitably,10,100,4.61,{charit--able}>y>,RB
charlatans,10,246,5.51,{charlatan}>s>,NN
Charleston,10,1586,7.37,{charles--ton},NN
charmingly,10,78,4.36,{charm}>ing>>ly>,RB
chartreuse,10,131,4.88,{chartreuse},NN
chatterbox,10,53,3.97,{chatter}{box},NN
chattering,10,199,5.29,{chatter}>ing>,VB
chauvinism,10,236,5.46,{chauvin--ism},NN
chauvinist,10,268,5.59,{chauvin--ist},NN
cheapskate,10,110,4.7,{cheap}{skate},NN
checkpoint,10,653,6.48,{check}{point},NN
cheekbones,10,175,5.16,{cheek}{bone}>s>,NN
cheerfully,10,1077,6.98,{cheer}>ful>>ly>,RB
cheesecake,10,525,6.26,{cheese}{cake},NN
chemically,10,804,6.69,{chem--ic}>al>>ly>,RB
cannonball,10,472,6.16,{cannon}{ball},NN
cantaloupe,10,89,4.49,{cantaloupe},NN
Canterbury,10,1189,7.08,{canter--bury},NN
canvassers,10,11,2.4,{canvas}>er>>s>,NN
canvassing,10,62,4.13,{canvas}>ing>,VB|NN
canyonside,10,1,0,{canyon}{side},NN|VB|JJ
capability,10,13162,9.49,{capable}>ity>,NN
capacities,10,1154,7.05,{capac--ity}>s>,NN
capacitors,10,1157,7.05,{capacit--or}>s>,NN
Capistrano,10,97,4.57,{capistrano},NN
capitalize,10,937,6.84,{capit--al}>ise>,VB
capitalism,10,5276,8.57,{capit--al}>ism>,NN
capitalist,10,3305,8.1,{capit--al}>ist>,JJ|NN
Capitoline,10,6,1.79,NULL,NN
capitulate,10,97,4.57,{capitul--ate},VB
capricious,10,352,5.86,{caprice}>ous>,JJ
captivated,10,224,5.41,{capt--ive}>ate>>ed>,VB
carbonates,10,90,4.5,{carbon}>ate>>s>,NN|VB
carcinogen,10,145,4.98,{carcino--gen},NN
cardiogram,10,6,1.79,{cardi--ogram},NN
carelessly,10,381,5.94,{care}>less>>ly>,RB
caricature,10,381,5.94,{caricature},NN
carpenters,10,226,5.42,{carpenter}>s>,NN
cartoonist,10,350,5.86,{cartoon}>ist>,NN
cartridges,10,5269,8.57,{cartridge}>s>,NN
cartwheels,10,80,4.38,{cart}{wheel}>s>,NN
caseworker,10,47,3.85,{case}{work}>er>,NN
Cassiopeia,10,27,3.3,{cassiopeia},NN
castigated,10,128,4.85,{castigate}>ed>,VB
castigates,10,16,2.77,{castigate}>s>,VB
castration,10,393,5.97,{castrate}>ion>,NN
casualties,10,1920,7.56,{casual--ty}>s>,NN
catapulted,10,80,4.38,{catapult}>ed>,VB|JJ
catchwords,10,16,2.77,{catch}{word}>s>,NN
categories,10,10101,9.22,{categor--y}>s>,NN
categorize,10,653,6.48,{categor--ize},VB
cathedrals,10,181,5.2,{cathedral}>s>,NN
burgeoning,10,269,5.59,{burgeon}>ing>,VB
burglarize,10,25,3.22,{burgle}>ar>>ise>,VB
burlesques,10,5,1.61,{burlesque}>s>,NN
businesses,10,14115,9.55,{business}>s>,NN
butterbean,10,7,1.95,NULL,NULL
buttermilk,10,288,5.66,{butter}{milk},NN
buttonhole,10,64,4.16,{button}{hole},NN|VB
buttonhook,10,9,2.2,{button}{hook},NN
buttonwood,10,51,3.93,NULL,NN
buttressed,10,58,4.06,{buttress}>ed>,VB
buttresses,10,34,3.53,{buttress}>s>,NN|VB
byproducts,10,251,5.53,{by}{pro--duct}>s>,NN
cadaverous,10,16,2.77,{cadaver}>ous>,JJ
cafeterias,10,78,4.36,{cafeteria}>s>,NN
calamities,10,189,5.24,{calamit--y}>s>,NN
calamitous,10,63,4.14,{calamit--ous},JJ
calculable,10,42,3.74,{calcul--able},JJ
calculated,10,4422,8.39,{calcul--ate}>ed>,VB
calculator,10,3880,8.26,{calcul--ate}>or>,NN
calibrated,10,695,6.54,{calibrate}>ed>,VB
California,10,70311,11.16,{california},NN
Cambodia's,10,138,4.93,{cambodia}>'s>,encl
camouflage,10,2468,7.81,{camouflage},NN|VB
campaigned,10,377,5.93,{campaign}>ed>,VB
campaign's,10,89,4.49,{campaign}>'s>,encl
campground,10,528,6.27,{camp}{ground},NN
Canadian's,10,78,4.36,NULL,NULL
cancelling,10,3315,8.11,{cancel}>ing>,VB
candelabra,10,2589,7.86,{candelabra},NN
candescent,10,0,0,NULL,JJ
candidates,10,26167,10.17,{candid--ate}>s>,NN
candlewick,10,18,2.89,{candle}{wick},NN
cannelloni,10,17,2.83,NULL,NN
bricklayer,10,38,3.64,{brick}{lay}>er>,NN
bridegroom,10,111,4.71,{bride}{groom},NN
bridesmaid,10,218,5.38,{bride}>s>{maid},NN
bridgehead,10,56,4.03,{bridge}{head},NN
bridgework,10,6,1.79,{bridge}{work},NN
brigantine,10,54,3.99,{brigantine},NN
brightened,10,203,5.31,{bright}>en>>ed>,VB
brightness,10,2061,7.63,{bright}>ness>,NN
brilliance,10,1024,6.93,{brilli--ance},NN
brilliancy,10,18,2.89,{brilli--ance}>y>,NN
broadcasts,10,3076,8.03,{broad}{cast}>s>,NN|VB
broadcloth,10,17,2.83,{broad}{cloth},NN
broadening,10,361,5.89,{broad}>en>>ing>,VB|NN
broadsheet,10,42,3.74,{broad}{sheet},NN
broadsword,10,280,5.63,{broad}{sword},NN
Broadway's,10,30,3.4,NULL,NULL
bronchiole,10,1,0,{bronchi--ole},NN
bronchitis,10,270,5.6,{bronch--itis},NN
Brooklyn's,10,36,3.58,NULL,NULL
broomstick,10,164,5.1,{broom}{stick},NN
browbeaten,10,23,3.14,{brow}{beat}>en>,VB|JJ
brownstone,10,125,4.83,{brown}{stone},NN
brutalized,10,115,4.74,{brute}>al>>ise>>ed>,JJ|VB
buckskin's,10,0,0,{buck}{skin}>'s>,encl
buffetings,10,2,0.69,{buffet}>ing>>s>,NN
buffoonery,10,58,4.06,{buffoon}>ery>,NN
building's,10,147,4.99,{build}>ing>>'s>,encl
bullheaded,10,14,2.64,{bull}-{head}>ed>,JJ
bullnecked,10,0,0,{bull}-{neck}>ed>,JJ
bumblebees,10,52,3.95,{bumble}{bee}>s>,NN
burdensome,10,306,5.72,{burden}>some>,JJ
bureaucrat,10,465,6.14,{bureau--crat},NN
bondholder,10,38,3.64,{bond}{hold}>er>,NN
bondsman's,10,1,0,{bond}>s>>man>>'s>,encl
bonesetter,10,0,0,{bone}{sett}>er>,NN
boneshaker,10,4,1.39,{bone}{shake}>er>,NN
bookbinder,10,34,3.53,{book}{bind}>er>,NN
bookkeeper,10,126,4.84,{book}{keep}>er>,NN
bookmobile,10,11,2.4,NULL,NN
bookseller,10,254,5.54,{book}{sell}>er>,NN
boomerangs,10,305,5.72,{boomerang}>s>,NN
bootlegger,10,76,4.33,{boot}{legg}>er>,NN
bootstraps,10,101,4.62,{boot}{strap}>s>,NN|VB
borderland,10,53,3.97,{border}{land},NN
borderline,10,1089,6.99,{border}{line},JJ|NN
Bostonians,10,67,4.2,NULL,NULL
bothersome,10,441,6.09,{bother}>some>,JJ
bottleneck,10,1037,6.94,{bottle}{neck},NN
bottomless,10,1732,7.46,{bottom}>less>,JJ
boulevards,10,33,3.5,{boulevard}>s>,NN
boundaries,10,4981,8.51,{bound}>ary>>s>,NN
brainchild,10,222,5.4,{brain}{child},NN
brainstorm,10,642,6.46,{brain}{storm},NN
Brandywine,10,121,4.8,NULL,NN
brazenness,10,9,2.2,{brazen}>ness>,NN
breadboard,10,123,4.81,{bread}{board},NN
breadcrumb,10,12,2.48,{bread}{crumb},NN
breadfruit,10,7,1.95,{bread}{fruit},NN
breakables,10,14,2.64,{break}>able>>s>,NN
breakdowns,10,353,5.87,{break}{down}>s>,NN
breakfasts,10,380,5.94,{break--fast}>s>,NN|VB
breakwater,10,42,3.74,{break}{water},NN
breastbone,10,64,4.16,{breast}{bone},NN
breastfeed,10,386,5.96,{breast}{feed},VB
breastwork,10,2,0.69,{breast}{work},NN
breathless,10,546,6.3,{breath}>less>,JJ
bitterness,10,1210,7.1,{bitter}>ness>,NN
blackberry,10,130,4.87,{black}>berry>,NN|VB
blackbirds,10,100,4.61,{black}{bird}>s>,NN
blackboard,10,462,6.14,{black}{board},NN
blackening,10,81,4.39,{black}>en>>ing>,NN|VB
blacksmith,10,4749,8.47,{black}{smith},NN
blasphemed,10,74,4.3,{blaspheme}>ed>,VB
blasphemer,10,122,4.8,{blaspheme}>er>,NN
blithesome,10,0,0,{blithe}>some>,JJ
blockading,10,63,4.14,{block--ade}>ing>,VB|NN
blockhouse,10,12,2.48,{block}{house},NN
bloodhound,10,271,5.6,{blood}{hound},NN
bloodstain,10,13,2.56,{blood}{stain},NN
bloodstock,10,19,2.94,{blood}{stock},NN
bluejacket,10,0,0,{blue}{jacket},NN
blueprints,10,584,6.37,{blue}{print}>s>,NN|VB
boastfully,10,5,1.61,{boast}>ful>>ly>,RB
boathouses,10,12,2.48,{boat}{house}>s>,NN
bodyweight,10,128,4.85,{body}{weigh--t},NN|VB
boisterous,10,169,5.13,{boisterous},JJ
Bolsheviks,10,305,5.72,{bolshev--ik}>s>,NN
Bolshevism,10,77,4.34,{bolshev--ism},NN
bolstering,10,80,4.38,{bolster}>ing>,VB
bombarding,10,180,5.19,{bombard}>ing>,VB
befuddling,10,9,2.2,<be<{fuddle}>ing>,VB|NN|JJ
beginner's,10,889,6.79,{begin}>er>>'s>,encl
beginnings,10,1258,7.14,{begin}>ing>>s>,NN
behavioral,10,2685,7.9,{behave}>ior>>al>,JJ
believable,10,1347,7.21,{believe}>able>,JJ
believably,10,39,3.66,{believe}>able>>y>,RB
belittling,10,249,5.52,<be<{little}>ing>,VB
bellflower,10,83,4.42,{bell}{flower},NN
belongings,10,615,6.42,{belong}>ing>>s>,NN
benchmarks,10,3736,8.23,{bench}{mark}>s>,NN
benefactor,10,210,5.35,{bene--fact--or},NN
beneficent,10,178,5.18,{benefic--ent},NN
beneficial,10,4321,8.37,{benefic--ial},JJ
benevolent,10,1121,7.02,{bene--vol--ent},JJ
bequeathed,10,96,4.56,{bequeath}>ed>,VB
besmirched,10,39,3.66,{be--smirch}>ed>,VB
bestiality,10,686,6.53,{best--ial}>ity>,NN
bestseller,10,279,5.63,{best}{sell}>er>,NN
bestubbled,10,0,0,NULL,NULL
betterment,10,420,6.04,{better}>ment>,NN
bewildered,10,540,6.29,{bewilder}>ed>,VB|JJ
bewitching,10,157,5.06,<be<{witch}>ing>,VB|NN|JJ
biblically,10,169,5.13,{bibl--ical}>ly>,RB
billboards,10,416,6.03,{bill}{board}>s>,NN
bimetallic,10,14,2.64,<bi<{metal}>ic>,JJ
binoculars,10,958,6.86,{bin--ocul--ar}>s>,NN
biographer,10,216,5.38,{bio--graph--er},NN
biological,10,10525,9.26,{bio--log--ic}>al>,JJ
biologists,10,1095,7,{bio--log--ist}>s>,NN
bipartisan,10,664,6.5,<bi<{part--isan},JJ
birthplace,10,665,6.5,{birth}{place},NN
birthright,10,502,6.22,{birth}{right},NN
bandmaster,10,17,2.83,{band}{master},NN
bandoleers,10,2,0.69,{bandoleer}>s>,NN
Bangladesh,10,2629,7.87,{bangladesh},NN
banishment,10,328,5.79,{banish}>ment>,NN
bankruptcy,10,2319,7.75,{bank--rupt}>cy>,NN
baptistery,10,1,0,{bapt--ist}>ry>,NN
barbarians,10,1011,6.92,{barbar--ian}>s>,NN
barefooted,10,69,4.23,{bare}{foot}>ed>,JJ
barelegged,10,3,1.1,{bare}{legg}>ed>,JJ
bargaining,10,1458,7.28,{bargain}>ing>,NN|VB
barleycorn,10,34,3.53,{barley}{corn},NN
barometric,10,100,4.61,{baro--metr--ic},JJ
barricades,10,177,5.18,{barricade}>s>,NN
baseball's,10,239,5.48,NULL,NULL
basketball,10,9831,9.19,{basket}{ball},NN
basketwork,10,13,2.56,{basket}{work},NN
bastardize,10,27,3.3,{bastard}>ise>,VB
battalions,10,339,5.83,{battalion}>s>,NN
battleship,10,906,6.81,{battle}{ship},NN
Beaujolais,10,71,4.26,{beaujolais},NN
beautician,10,25,3.22,{beauti--cian},NN
beavertail,10,19,2.94,{beaver}{tail},NN|VB
bedclothes,10,61,4.11,{bed}{clothes},NN
bedraggled,10,42,3.74,<be<{draggle}>ed>,JJ
bedsprings,10,22,3.09,{bed}{spring}>s>,NN
beforehand,10,2350,7.76,{be--fore}{hand},RB|JJ
auditorium,10,1583,7.37,{aud--itorium},NN
augmenting,10,146,4.98,{augment}>ing>,VB
auspicious,10,192,5.26,{auspice}>ous>,JJ
Australian,10,13068,9.48,{australia}>n>,JJ|NN
authorized,10,6893,8.84,{author--ize}>ed>,VB
authorizes,10,327,5.79,{author--ize}>s>,VB
authorship,10,865,6.76,{author}>ship>,NN
autocratic,10,116,4.75,{auto--crat}>ic>,JJ
autoloader,10,202,5.31,<auto<{load}>er>,NN
automation,10,6798,8.82,{autom--ate}>ion>,NN
automobile,10,3053,8.02,{auto--mobile},NN
automotive,10,2969,8,{auto--mot--ive},JJ
autonomous,10,2059,7.63,{auto--nom--ous},JJ
avaricious,10,38,3.64,{avarice}>ous>,JJ
Azerbaijan,10,1894,7.55,{azerbaijan},NN
Babylonian,10,702,6.55,{babylon}>ia>>n>,JJ|NN
backgammon,10,1630,7.4,{back}{gammon},NN
background,10,43848,10.69,{back}{ground},NN
backhanded,10,106,4.66,{back}{hand}>ed>,JJ
backstairs,10,14,2.64,NULL,NN|JJ
backstitch,10,54,3.99,{back}{stitch},NN|VB
backstroke,10,156,5.05,{back}{stroke},NN
balderdash,10,570,6.35,{balderdash},minor|NN
ballerinas,10,54,3.99,{ballerina}>s>,NN
ballfields,10,1,0,{ball}{field}>s>,NN
ballistics,10,320,5.77,{ballist--ics},NN
ballooning,10,106,4.66,{balloon}>ing>,NN|VB
balloonist,10,6,1.79,{balloon}>ist>,NN
ballplayer,10,99,4.6,{ball}-{play}>er>,NN
arrogantly,10,177,5.18,{a--rrog--ant}>ly>,RB
arrowheads,10,89,4.49,{arrow}{head}>s>,NN
artfulness,10,3,1.1,{art}>ful>>ness>,NN
articulate,10,1695,7.44,{articul--ate},JJ
artificial,10,10241,9.23,{artific--ial},JJ
ascendancy,10,224,5.41,{a--scend}>ance>>y>,NN
asceticism,10,55,4.01,{ascetic}>ism>,NN
ascription,10,18,2.89,{a--script--ion},NN
asphyxiate,10,44,3.78,{asphyxiate},VB
aspiration,10,358,5.88,{a--spire}>ate>>ion>,NN
assailants,10,230,5.44,{assail}>ant>>s>,NN
assaulting,10,293,5.68,{assault}>ing>,VB
assemblage,10,195,5.27,{a--ssemble}>age>,NN
assemblies,10,943,6.85,{a--ssemble}>y>>s>,NN
assembling,10,855,6.75,{a--ssemble}>ing>,VB
assertions,10,3006,8.01,{a--ssert}>ion>>s>,NN
assessment,10,6198,8.73,{assess}>ment>,NN
assessor's,10,7,1.95,{assess}>or>>'s>,encl
assignment,10,8029,8.99,{assign}>ment>,NN
assimilate,10,830,6.72,{a--ssimil--ate},VB
assistance,10,20429,9.92,{a--ssist}>ance>,NN
assistants,10,1207,7.1,{a--ssist}>ant>>s>,NN
associated,10,24568,10.11,{a--ssoci--ate}>ed>,VB|JJ
associates,10,17884,9.79,{a--ssoci--ate}>s>,VB
assortment,10,1657,7.41,{a--ssort}>ment>,NN
assumption,10,10821,9.29,{a--ssumpt--ion},NN
assurances,10,619,6.43,{a--ssure}>ance>>s>,NN
asteroidal,10,32,3.47,{aster--oid}>al>,JJ
astonished,10,1069,6.97,{astonish}>ed>,VB|JJ
astounding,10,1205,7.09,{astound}>ing>,JJ|VB
astringent,10,62,4.13,{a--string--ent},JJ
astronomer,10,943,6.85,{astro--nom--er},NN
astuteness,10,11,2.4,{astute}>ness>,NN
asymmetric,10,217,5.38,<a<{sy--mmetr--ic},JJ
asymptotic,10,218,5.38,{asymptote}>ic>,JJ
Athabascan,10,5,1.61,{athabasca}>n>,NN|JJ
atmosphere,10,10109,9.22,{atmo--sphere},NN
atrocities,10,2076,7.64,{atroc--ity}>s>,NN
attachment,10,3690,8.21,{a--ttach}>ment>,NN
attacker's,10,196,5.28,{attack}>er>>'s>,encl
attainable,10,387,5.96,{a--ttain}>able>,JJ
attainment,10,426,6.05,{a--ttain}>ment>,NN
attempting,10,12087,9.4,{attempt}>ing>,VB
attendance,10,3207,8.07,{attend}>ance>,NN
attendants,10,682,6.53,{attend}>ant>>s>,NN
attentions,10,474,6.16,{attend}>ion>>s>,NN
attorney's,10,565,6.34,{attorney}>'s>,encl
attracting,10,1226,7.11,{attract}>ing>,VB
attraction,10,4117,8.32,{attract}>ion>,NN
attractive,10,12510,9.43,{attract}>ive>,JJ
attributed,10,4270,8.36,{a--ttribute}>ed>,VB
attributes,10,6452,8.77,{a--ttribute}>s>,NN
auctioneer,10,518,6.25,{auction}>eer>,NN
Antoinette,10,396,5.98,{antoinette},NN
apartments,10,1368,7.22,{apart--ment}>s>,NN
apiculture,10,17,2.83,{api--culture},NN
apocalypse,10,2208,7.7,{apo--calypse},NN
Apollonian,10,8,2.08,{apollonian},JJ|NN
apologetic,10,339,5.83,{apolog--etic},JJ
apologized,10,1343,7.2,{apolog--ize}>ed>,VB
apostrophe,10,456,6.12,{apostroph--e},NN
apothecary,10,35,3.56,{apothecary},NN
apparently,10,41745,10.64,{a--ppar--ent}>ly>,RB
apparition,10,300,5.7,{a--ppar--ition},NN
appearance,10,12998,9.47,{appear}>ance>,NN
appendages,10,194,5.27,{a--ppend}>age>>s>,NN
appendixes,10,48,3.87,{a--ppend--ix}>s>,NN
appetizing,10,66,4.19,{appet--ize}>ing>,JJ|VB|NN
applauding,10,168,5.12,{applaud}>ing>,VB|NN
appliances,10,1171,7.07,{apply}>ance>>s>,NN
applicable,10,7829,8.97,{a--pplic--able},JJ
applicants,10,8970,9.1,{a--pplic--ant}>s>,NN
applicator,10,90,4.5,{a--pplic--ate}>or>,NN
appointees,10,362,5.89,{appoint}>ee>>s>,NN
appointing,10,287,5.66,{appoint}>ing>,VB
appraisals,10,248,5.51,{appraise}>al>>s>,NN
appraisers,10,98,4.58,{appraise}>er>>s>,NN
appraising,10,88,4.48,{appraise}>ing>,VB
appreciate,10,49973,10.82,{a--ppreci--ate},VB
apprentice,10,2579,7.86,{apprentice},NN|VB
approached,10,4691,8.45,{approach}>ed>,VB
approaches,10,7852,8.97,{approach}>s>,NN|VB
aquamarine,10,84,4.43,{aqua--marine},JJ|NN
aquisition,10,305,5.72,NULL,NULL
arbitrated,10,40,3.69,{arbitr--ate}>ed>,VB
arbitrator,10,234,5.46,{arbitr--ate}>or>,NN
archangels,10,101,4.62,<arch<{angel}>s>,NN
archbishop,10,569,6.34,<arch<{bishop},NN
archdeacon,10,26,3.26,<arch<{deacon},NN
Archimedes,10,1487,7.3,{archimedes},NN
architects,10,1790,7.49,{architect}>s>,NN
aristocrat,10,122,4.8,{aristo--crat},NN
arithmetic,10,3290,8.1,{arithmetic},NN
Armageddon,10,6817,8.83,{armageddon},NN
arraigning,10,3,1.1,{arraign}>ing>,VB|NN
ambivalent,10,278,5.63,{ambi--val--ent},JJ
ambulances,10,189,5.24,{ambul--ance}>s>,NN
ambulatory,10,128,4.85,{ambul--ate}>ory>,JJ
ameliorate,10,165,5.11,{a--meliorate},VB
amendments,10,3038,8.02,{amend}>ment>>s>,NN
American's,10,412,6.02,{america}>n>>'s>,encl
ammunition,10,3018,8.01,{ammunition},NN
amphibious,10,343,5.84,{amphibi--ous},JJ
amusements,10,154,5.04,{amuse}>ment>>s>,NN
amplifiers,10,1395,7.24,{ampl--ify}>er>>s>,NN
amplifying,10,142,4.96,{ampl--ify}>ing>,VB
amputation,10,200,5.3,{amput--ate}>ion>,NN
anaconda's,10,0,0,{anaconda}>'s>,encl
analytical,10,4388,8.39,{ana--lytic}>al>,JJ
analyzable,10,13,2.56,{ana--lyze}>able>,JJ
anarchical,10,10,2.3,{an--arch}>ic>>al>,JJ
anatomical,10,446,6.1,{anatom--ic}>al>,JJ
anesthetic,10,459,6.13,{an--es--thet--ic},NN
Anglophile,10,92,4.52,{anglo--phile},NN
Anglophobe,10,13,2.56,{anglo--phobe},NN
annexation,10,429,6.06,{annex}>ation>,NN
annihilate,10,300,5.7,{a--nnihil--ate},VB
annotation,10,494,6.2,{a--nnot--ate}>ion>,NN
announcers,10,549,6.31,{a--nnounce}>er>>s>,NN
announcing,10,3628,8.2,{a--nnounce}>ing>,VB
annoyances,10,249,5.52,{annoy}>ance>>s>,NN
anointment,10,3,1.1,{anoint}>ment>,NN
answerable,10,238,5.47,{answer}>able>,JJ
antagonism,10,314,5.75,{antagon--ism},NN
antagonist,10,357,5.88,{antagon--ist},NN
antagonize,10,190,5.25,{antagon--ize},VB
Antarctica,10,844,6.74,{antarctica},NN
antecedent,10,256,5.55,{ante--ced--ent},NN
anthropoid,10,21,3.04,{anthrop--oid},JJ|NN
antibodies,10,1330,7.19,{anti--body}>s>,NN
antibiotic,10,722,6.58,<anti<{bio--tic},NN|JJ
anticipate,10,2091,7.65,{anticipate},VB
anticlimax,10,25,3.22,<anti<{climax},NN
antifreeze,10,244,5.5,<anti<{freeze},NN
antimatter,10,707,6.56,<anti<{matter},NN
antiquated,10,449,6.11,{antiqu--ate}>ed>,JJ
antiseptic,10,208,5.34,<anti<{septic},JJ
antithesis,10,392,5.97,{anti--thes--is},NN
antisocial,10,528,6.27,<anti<{soci--al},JJ
aggression,10,3010,8.01,{aggress}>ion>,NN
aggressive,10,6889,8.84,{aggress}>ive>,JJ
agreements,10,4919,8.5,{agree}>ment>>s>,NN
airbladder,10,0,0,NULL,NULL
aircraft's,10,140,4.94,{air}{craft}>'s>,encl
aircushion,10,0,0,NULL,NULL
Alamogordo,10,86,4.45,NULL,NN
alarmingly,10,126,4.84,{alarm}>ing>>ly>,RB
alcoholics,10,993,6.9,{alcohol}>ic>>s>,NN
alcoholism,10,1023,6.93,{alcohol}>ism>,NN
Alexandria,10,4994,8.52,{alexandria},NN
alienation,10,462,6.14,{alien}>ation>,NN
alignments,10,464,6.14,{a--lign}>ment>>s>,NN
allegation,10,1011,6.92,{alleg--ate}>ion>,NN
allegiance,10,1343,7.2,{alleg--iance},NN
allegretto,10,26,3.26,{allegretto},JJ|RB|NN
alliance's,10,110,4.7,{ally}>ance>>'s>,encl
alliterate,10,10,2.3,{a--lliter--ate},VB
allocation,10,4216,8.35,{alloc--ate}>ion>,NN
allopathic,10,119,4.78,NULL,JJ
allotments,10,58,4.06,{allot}>ment>>s>,NN
allowances,10,600,6.4,{allow}>ance>>s>,NN
allurement,10,0,0,{allure}>ment>,NN
alphabetic,10,787,6.67,{alphabet}>ic>,JJ
altarpiece,10,4,1.39,{altar}{piece},NN
alteration,10,2475,7.81,{alter}>ation>,NN
alternated,10,190,5.25,{altern--ate}>ed>,VB
alternator,10,873,6.77,{altern--ate}>or>,NN
altogether,10,5416,8.6,{altogether},RB
amalgamate,10,26,3.26,{amalgam}>ate>,VB
amateurish,10,206,5.33,{amateur}>ish>,JJ
ambassador,10,5102,8.54,{ambassador},NN
abdicating,10,41,3.71,{abdicate}>ing>,VB|NN|JJ
abdication,10,103,4.63,{abdicate}>ion>,NN
abductions,10,625,6.44,{ab--duct}>ion>>s>,NN
ABERNATHYS,10,0,0,NULL,NULL
abhorrence,10,55,4.01,{abhor}>ence>,NN
abjections,10,0,0,{abject}>ion>>s>,NN
abjuration,10,16,2.77,{ab--jure}>ation>,NN
abnegating,10,0,0,{ab--negate}>ing>,VB
abnegation,10,28,3.33,{ab--negate}>ion>,NN
abolishing,10,479,6.17,{abolish}>ing>,VB
abominably,10,27,3.3,{abomin--able}>y>,RB
abominated,10,1,0,{abomin--ate}>ed>,VB|JJ
abominates,10,1,0,{abomin--ate}>s>,VB
abortively,10,0,0,{abort}>ive>>ly>,RB
aboveboard,10,33,3.5,{above}{board},RB|JJ
abrasively,10,5,1.61,{abrade}>ive>>ly>,RB
ABREACTION,10,26,3.26,{ab--react}>ion>,NN
abrogating,10,32,3.47,{ab--rog--ate}>ing>,VB|NN|JJ
